total_rows,parseable_event_date_rows,user_id_rows,appsflyer_id_rows,af_content_rows,pos_item_code_rows,item_name_rows,category_hierarchy_rows,unique_event_names,unique_customer_users,unique_appsflyer_ids,unique_af_content,parseable_event_date_rows_pct,user_id_rows_pct,appsflyer_id_rows_pct,af_content_rows_pct,pos_item_code_rows_pct,item_name_rows_pct,category_hierarchy_rows_pct
29732312,29732312,29712894,29732312,13501118,0,0,0,28,382015,611944,136,100.0,99.9347,100.0,45.4089,0.0,0.0,0.0
