content_nodes,content_event_rows,mean_events_per_content,mean_unique_users_per_content,median_unique_users_per_content,p90_unique_users_per_content,max_unique_users_per_content,unique_user_content_edges
135,13501118,100008.281,11910.274,1549.0,43477.0,141219,1607887
