total_rows,user_id_rows,online_item_code_rows,matched_product_rows,abnormal_user_rows,matched_unique_pos_items,matched_unique_online_items,clean_unique_users,matched_product_rows_pct,abnormal_user_rows_pct
29732312,29712894,3592155,3587615,3209311,5367,6262,382013,12.0664,10.794
