mapped_pos_item_code,mapped_item_name,mapped_category_hierarchy,category_l,category_m,category_s,item_type,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,share_count,first_event_date,last_event_date,median_price,net_cart_count,net_wishlist_count,intent_score,cart_add_per_100_views,wishlist_add_per_100_views,net_cart_per_100_views,intent_score_per_user
132159,농심)짜파게티큰사발,면>용기면>비빔/볶음면,면,용기면,비빔/볶음면,당일픽업,965,404,1278.0,628,237,80,13,7,0,2025-04-21,2025-04-30,1500.0,157,6,1278,37.7389,2.0701,25.0,3.1634
114339,히밥)럭히밥김찌라면큰컵,면>용기면>라면(대형컵),면,용기면,라면(대형컵),당일픽업,1435,482,1905.0,1013,312,85,22,3,0,2025-04-21,2025-04-30,1900.0,227,19,1905,30.7996,2.1718,22.4087,3.9523
124534,4월 도시락 구독,,,,,구독할인,980,528,1416.0,752,214,1,12,1,0,2025-04-21,2025-04-30,4000.0,213,11,1416,28.4574,1.5957,28.3245,2.6818
123552,롯데)7찬도시락,미반>도시락>도시락,미반,도시락,도시락,당일픽업,794,284,952.0,555,153,76,8,2,0,2025-04-21,2025-04-30,5200.0,77,6,952,27.5676,1.4414,13.8739,3.3521
014387,맛장우전주식비빔밥,미반>도시락>기타,미반,도시락,기타,사전예약,2135,878,2908.5,1604,439,62,26,3,1,2025-04-21,2025-04-30,4500.0,377,23,2910,27.3691,1.6209,23.5037,3.3144
125051,사천식마파두부덮밥,미반>도시락>기타,미반,도시락,기타,사전예약,3217,1376,4463.0,2461,646,41,54,7,8,2025-04-21,2025-04-30,3900.0,605,47,4475,26.2495,2.1942,24.5835,3.2522
125343,ITTA MAGAZINE TEMPEST ver,미디어 상품>잡지>일반잡지,미디어 상품,잡지,일반잡지,사전예약,819,140,1114.5,635,152,5,17,7,3,2025-04-21,2025-04-29,13900.0,147,10,1119,23.937,2.6772,23.1496,7.9929
105887,롯데)맛장우맛자랑 전주식비빔밥,미반>도시락>도시락,미반,도시락,도시락,당일픽업,1502,510,1809.0,1113,245,93,35,16,0,2025-04-21,2025-04-30,4500.0,152,19,1809,22.0126,3.1447,13.6568,3.5471
107478,롯데)고기(肉)맥시멈도시락,미반>도시락>도시락,미반,도시락,도시락,당일픽업,739,287,863.0,552,120,58,6,3,0,2025-04-21,2025-04-30,5500.0,62,3,863,21.7391,1.087,11.2319,3.007
109496, 미쓰이)생초콜릿모찌40g,디저트>냉동디저트>냉동떡,디저트,냉동디저트,냉동떡,당일픽업,701,345,855.0,519,110,43,26,3,0,2025-04-21,2025-04-30,2400.0,67,23,855,21.1946,5.0096,12.9094,2.4783
105770,시원)후와토로리치생초콜릿40g,디저트>냉동디저트>냉동빵,디저트,냉동디저트,냉동빵,당일픽업,1289,577,1579.0,976,202,66,36,9,0,2025-04-21,2025-04-30,3900.0,136,27,1579,20.6967,3.6885,13.9344,2.7366
124932,버터치킨카레덮밥,미반>도시락>기타,미반,도시락,기타,사전예약,4110,1629,5409.5,3278,673,44,82,16,17,2025-04-21,2025-04-30,3900.0,629,66,5435,20.5308,2.5015,19.1885,3.3364
109362,7찬도시락,미반>도시락>기타,미반,도시락,기타,사전예약,662,349,853.5,529,108,11,8,5,1,2025-04-21,2025-04-30,5200.0,97,3,855,20.4159,1.5123,18.3365,2.4499
990120,"모바일금액권 5,000원",기타>판촉물>판촉물,기타,판촉물,판촉물,금액권,3538,2218,4713.0,2916,583,6,26,1,6,2025-04-21,2025-04-30,5000.0,577,25,4722,19.9931,0.8916,19.7874,2.1289
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵>간식빵>캐릭터빵,빵,간식빵,캐릭터빵,당일픽업,817,397,1009.0,625,123,31,28,10,0,2025-04-21,2025-04-30,1900.0,92,18,1009,19.68,4.48,14.72,2.5416
125102,이장우)오일스타알리오올리오,면>용기면>숙면/건면,면,용기면,숙면/건면,당일픽업,2735,1097,3411.5,2150,420,89,55,20,1,2025-04-21,2025-04-30,3600.0,331,35,3413,19.5349,2.5581,15.3953,3.1112
109943,레드브레스트12년 700ml,양주와인>양주>위스키,양주와인,양주,위스키,사전예약,688,319,885.0,562,104,8,9,1,4,2025-04-22,2025-04-25,78900.0,96,8,891,18.5053,1.6014,17.0819,2.7931
123101,G)오하요저지우유푸딩115g,디저트>젤리>푸딩,디저트,젤리,푸딩,당일픽업,6033,2048,7678.5,4842,870,120,182,18,1,2025-04-21,2025-04-30,4000.0,750,164,7680,17.9678,3.7588,15.4895,3.75
012679,11찬 도시락,미반>도시락>기타,미반,도시락,기타,사전예약,632,340,786.0,515,91,14,8,4,0,2025-04-21,2025-04-30,6300.0,77,4,786,17.6699,1.5534,14.9515,2.3118
123397,앙리마티스)와인볼(화이트)500ml캔,양주와인>하이볼>국산하이볼,양주와인,하이볼,국산하이볼,당일픽업,886,281,1121.0,700,115,14,49,8,0,2025-04-21,2025-04-30,4500.0,101,41,1121,16.4286,7.0,14.4286,3.9893
125084,PB)이봉원의봉짬뽕224g,냉장>냉장간편식>냉장면,냉장,냉장간편식,냉장면,당일픽업,639,297,733.0,500,72,26,28,13,0,2025-04-21,2025-04-30,4500.0,46,15,733,14.4,5.6,9.2,2.468
