Event Name,event_count,event_share_pct
af_content_view_product,335934,75.5522
af_add_to_cart,75201,16.9129
af_remove_from_cart,16404,3.6893
af_add_to_wishlist,13431,3.0207
af_remove_from_wishlist,3560,0.8007
af_share,108,0.0243
